,Unnamed: 0,userid,board_size,condition,board_type,solved_correct,validated_correct,time_solution,time_validation,actions_solution,actions_validation,time,AssignmentId,WorkerId,bonus,board_name
122,122,7fa28d81,10,full,hard,TRUE,TRUE,32287,45645,1,5,1.56215E+12,3TMSXRD2X77ZZ2OZAUVV3QK6ISF1W6,A1IYHQPPOACU83,1,10_full_hard
123,123,fec28d64,10,full,hard,FALSE,FALSE,137671,14328,14,0,1.56215E+12,3VJ40NV2QJUS3DR6LROVS2QF796OTP,AMYURTQIMAC8T,0,10_full_hard
124,124,bda28d31,10,pruned,medium,TRUE,TRUE,193270,49430,47,3,1.56215E+12,34HJIJKLP633CCLD7291FM8VN3N4VC,A9JPMRRBFO4NL,1,10_pruned_medium
125,125,e7c28d87,6,full,easy,FALSE,FALSE,383246,23360,36,0,1.56215E+12,3E337GFOLAF6GN5O0CPBEUBLR5TNG0,A150XGQ7KWLBWN,0,6_full_easy
126,126,54c28d9c,10,full,medium,FALSE,FALSE,197500,75447,3,0,1.56215E+12,3L2IS5HSFBPPL56JKHESI9CC0D8UN7,A2HOUSKURBF8UA,0,10_full_medium
127,127,edd28ea2,10,full,easy,FALSE,FALSE,86482,25695,4,0,1.56215E+12,39GAF6DQWS7MKDOUKKQZHO1SBJD1VW,A2P76QVLSGJR45,0,10_full_easy
128,128,8ca28d2c,10,full,hard,TRUE,TRUE,276859,58594,28,5,1.56215E+12,32RIADZISTBNKK49D74W4ZOOOZT4S7,AYGFIU5LDCXW4,1,10_full_hard
129,129,bdb28da4,6,full,easy,FALSE,FALSE,530803,71070,83,0,1.56215E+12,3018Q3ZVOJXQLUKD7JEIRS5SU75RAG,A3K415WNTD33IK,0,6_full_easy
130,130,fee29090,10,full,easy,FALSE,FALSE,344068,45672,55,0,1.56215E+12,34HJIJKLP633CCLD7291FM8VN3MV42,A2ZDK0Y5466BXN,0,10_full_easy
131,131,bcf290e5,10,pruned,medium,FALSE,FALSE,298786,22863,30,0,1.56215E+12,382M9COHEIMLRZT6RIB9SMI3ML7UEI,A1OSRAPSRT934Z,0,10_pruned_medium
132,132,21d292ce,10,full,medium,FALSE,FALSE,190133,55539,64,0,1.56215E+12,3DYGAII7PMFXWXBFJN7FCXKIX74QPV,A2KVKODD1QM7LA,0,10_full_medium
133,133,d6a29462,10,full,easy,FALSE,FALSE,137596,35806,12,0,1.56215E+12,3IKZ72A5B5N02N9TPSJTW9B9QQTNF1,A1YFVXP4A1CXSF,0,10_full_easy
134,134,f5f2942a,6,pruned,easy,TRUE,FALSE,119178,23131,6,2,1.56215E+12,3X31TUMD7YTJO8C06GOTUF3QKLDL1Z,A21C7LCEX3EYQH,0,6_pruned_easy
135,135,62e2950a,6,pruned,easy,TRUE,TRUE,165680,69205,26,5,1.56215E+12,3LRKMWOKB6OAIIB04LFG7DOTR002ZH,A1X1OL9L162X8Q,1,6_pruned_easy
136,136,abd29616,10,pruned,medium,TRUE,TRUE,112919,20362,10,3,1.56216E+12,3QBD8R3Z22Q8MSCG6QNNKUENRAQ4OA,A2YHF0DPCO832L,1,10_pruned_medium
137,137,cfc29495,10,full,hard,FALSE,FALSE,587408,99444,46,0,1.56216E+12,3OVR4I9USQQB74PWL3FR9Z9N6B84QI,A122LRCSBAD6DC,0,10_full_hard
138,138,bae297ee,10,full,easy,FALSE,FALSE,238720,37815,10,0,1.56216E+12,3YWRV122CT64IYJFEFP90CMHBI9U8J,A27NBGO9FXJS8Q,0,10_full_easy
139,139,65b29750,6,full,easy,TRUE,TRUE,303789,25770,61,4,1.56216E+12,34Z02EIMITK70WZNJ6MK21UX96U0TF,A3P7Y9YBJ875WK,1,6_full_easy
140,140,f4a298dc,10,pruned,medium,FALSE,FALSE,508819,30834,31,0,1.56216E+12,3D3VGR7TA1MQ19LSY4Z84KRMOXIR3P,A5EU1AQJNC7F2,0,10_pruned_medium
141,141,f0f29bcd,10,pruned,medium,FALSE,FALSE,212705,49576,42,0,1.56216E+12,3Z7ISHFUH12L4XDPK2OHH41WD0OZ8D,A1SISA8WAJTX2A,0,10_pruned_medium
142,142,86f29ab1,10,full,hard,TRUE,TRUE,278823,112954,17,5,1.56216E+12,3A4NIXBJ776GKXYPZ27RE7RTIW7ML7,A2CLGYPCKVH59J,1,10_full_hard
143,143,e0d29b7b,10,full,hard,FALSE,FALSE,435943,67701,44,0,1.56216E+12,3E1QT0TDFQGZ97OFKY0VH9Y6HNTI86,A3DQL1IS7JPEL8,0,10_full_hard
144,144,c1f29bae,6,pruned,easy,TRUE,TRUE,409195,29711,44,3,1.56216E+12,35K3O9HUACKW8HWGWTGA6MH0CYZFEB,A184EIWAV7P9EH,1,6_pruned_easy
145,145,6df29cec,10,pruned,easy,TRUE,TRUE,268686,46394,22,3,1.56216E+12,39DD6S19JQI2DYNGX5AH9EXIO3MZEC,ABNWTOY9KL2KF,1,10_pruned_easy
146,146,40a29d8c,10,pruned,easy,TRUE,TRUE,243128,26922,36,3,1.56216E+12,3YW4XOSQKRSM7YZUFUGUL2Z9XC3U1Z,A1QDDGYC5UB9YA,1,10_pruned_easy
147,147,83e29fb7,10,pruned,easy,TRUE,TRUE,39682,20362,8,3,1.56216E+12,3IHR8NYAM88Q7SOHLQ029UJD1FSP4I,A2VA0NCPWJ8XZG,1,10_pruned_easy
148,148,78f29cf9,10,pruned,hard,TRUE,TRUE,533661,43987,60,4,1.56216E+12,3GD6L00D3T43UQUL6SP8USIFKQ8M17,AY2U544TCVPMQ,1,10_pruned_hard
149,149,69a2a02d,10,pruned,medium,TRUE,FALSE,207718,95277,7,4,1.56216E+12,3X65QVEQI1U3BBMYMDDDBBMHOI8LCT,A3GCDS1KR7EEV6,0,10_pruned_medium
150,150,d8d2a375,10,full,medium,FALSE,FALSE,51284,18485,2,0,1.56216E+12,3YMTUJH0DTNOZKHO279ME4KAQIF4T4,A3P86OK72F8M99,0,10_full_medium
151,151,b2e29cb8,10,pruned,hard,FALSE,FALSE,63936,20449,276,0,1.56216E+12,3S3AMIZX3VCKDZY69WFPSYECF96CD4,A1SKJ0PFLSKH6X,0,10_pruned_hard
152,152,3de2a23d,10,full,hard,TRUE,TRUE,254877,56950,26,5,1.56216E+12,386CSBG1O0TPMRTA4R866XT122F6Q6,A270HX8LH9LJ8W,1,10_full_hard
153,153,eeb2a417,10,full,hard,TRUE,FALSE,28929,43413,4,5,1.56216E+12,3Z4GS9HPNWHYK920R24SCKC2SNF77G,A3UEJQ4EJB9DBD,0,10_full_hard
154,154,b0e2a596,6,pruned,easy,FALSE,FALSE,42149,20854,2,0,1.56216E+12,32EYX73OY1GA03YBDOV9RTHM1A9UR7,A2ZIATVCA2NKPF,0,6_pruned_easy
155,155,d4a2a5ec,6,full,easy,TRUE,TRUE,341134,21817,50,4,1.56216E+12,3LJ7UR74RIKQ47C45BNA55EI10W4N6,A38VMTKS30TQZB,1,6_full_easy
156,156,dde2a9c5,10,full,medium,TRUE,TRUE,241801,133717,31,14,1.56216E+12,31Q0U3WYDQMK9NNY2MNJBALPP1B71F,A2L5RS0Z20PK2D,1,10_full_medium
157,157,abe2aaa5,10,pruned,medium,FALSE,FALSE,272435,57235,31,0,1.56216E+12,3WMOAN2SRC4PYKVJP7OXEVEVEKJNVR,ABXI04K7467QI,0,10_pruned_medium
158,158,b7b2b0b4,10,pruned,medium,TRUE,FALSE,49686,5702,2,0,1.56216E+12,3PQ8K71NHYRYMDYW58SWW2GIU41AAD,A3TP06ZKSDOPAO,0,10_pruned_medium
159,159,50c2b014,6,full,easy,TRUE,TRUE,114832,52093,10,4,1.56216E+12,3FIUS151DW906VO2D8CGOA2OQUNGG3,A250V0QRCNR17F,1,6_full_easy
160,160,4eb2afd3,10,full,easy,FALSE,FALSE,261610,66720,6,0,1.56216E+12,3R2UR8A0IBNZKU0QQ1PSH5BLK6DXO2,A8028AFBBS29G,0,10_full_easy
161,161,b0f2b4eb,10,full,hard,FALSE,FALSE,284990,31675,30,0,1.56216E+12,3ZQIG0FLQFNFLE4XH8FKAERM7X0WV6,A3GIZ0VFD8CS47,0,10_full_hard
162,162,83b2c2e2,10,pruned,easy,TRUE,TRUE,277453,30765,28,3,1.56217E+12,3WJ1OXY92BNK3P5H8A8I0BAN4GJ8AP,A3493E42N1JZVF,1,10_pruned_easy
163,163,fcb2e96f,10,full,easy,TRUE,FALSE,51115,18867,19,2,1.56218E+12,3P1L2B7AD2W4K0J1CIM46BGYDZJOLR,A3LMA3YJDQUZP2,0,10_full_easy
164,164,31b2e974,10,full,easy,FALSE,FALSE,168914,25237,33,0,1.56218E+12,3ND9UOO81L9CP9S334DEN5TKG1ILW0,A3AIX82WZQZB5A,0,10_full_easy
165,165,32e2e940,10,pruned,medium,TRUE,TRUE,184865,41729,19,4,1.56218E+12,3OONKJ5DKDQS7RXPL5XAS8KT155OB4,ANZKTE853UXSD,1,10_pruned_medium
166,166,7cc2e9d2,6,full,easy,TRUE,TRUE,125667,41980,8,4,1.56218E+12,3YMU66OBIOFE6RJDXEUY9AEP5WJHGQ,A2NI22SB1OFE1S,1,6_full_easy
167,167,f3d2ea28,10,full,hard,FALSE,FALSE,63024,29506,1,0,1.56218E+12,31LVTDXBL8H7HDBH4A3806L3OM5RL5,A2NG2CCBMVEBIA,0,10_full_hard
168,168,50d2ea0b,10,full,easy,FALSE,FALSE,239798,4647,20,0,1.56218E+12,3LYA37P8IRU9H0CAND5HLR3KH0WBK8,A1MQVX4WPLWFBY,0,10_full_easy
169,169,eef2e93f,10,full,medium,FALSE,FALSE,528088,37650,85,0,1.56218E+12,34X6J5FLPU51AM8HOA2VF1Y6OBWJQS,A22CEZJDTT5EI6,0,10_full_medium
170,170,47a2e933,10,pruned,hard,TRUE,FALSE,221121,94833,4,6,1.56218E+12,3BEFOD78W70KMPR4TA8ASQPIWD9M4H,A2OX8TSRCU6NKD,0,10_pruned_hard
171,171,e4a2eb1e,10,full,easy,TRUE,TRUE,170462,56380,25,4,1.56218E+12,3BEFOD78W70KMPR4TA8ASQPIWDE4M4,A3MMLCBV2W3BP9,1,10_full_easy
172,172,3ff2e93a,6,full,easy,TRUE,TRUE,376701,48129,17,4,1.56218E+12,3M81GAB8A1QVS3A50IPEHDFTG6NBQZ,A9MJVJAMLCDMV,1,6_full_easy
173,173,10d2eb59,10,pruned,medium,FALSE,FALSE,238055,9997,14,0,1.56218E+12,392CY0QWG2YYQ61D8VAI0XI1F4P4IJ,A2K08PIXXDQLU0,0,10_pruned_medium
174,174,2ed2eb11,10,pruned,easy,TRUE,TRUE,135988,20965,16,3,1.56218E+12,3GU1KF0O4J8ASR9Q05APH8PJBA1BP8,A2ALC6VYJ87XR1,1,10_pruned_easy
175,175,38e2e9be,6,pruned,easy,FALSE,FALSE,239806,73491,17,0,1.56218E+12,30MVJZJNHNKVINRV78R9T68HEBS9JW,A277KN9SYH1OLP,0,6_pruned_easy
176,176,78d2eb57,6,full,easy,FALSE,FALSE,109327,20171,14,0,1.56218E+12,3NL0RFNU0GUPW1R18YVUDDXE78E4KU,A2T1LNI80EPOQR,0,6_full_easy
177,177,8cd2e9f3,6,full,easy,FALSE,FALSE,554194,77856,58,0,1.56218E+12,3G5W44VEU8P58HKL3ZXVM2UHXDPKGZ,AIHHRINW9IN1I,0,6_full_easy
178,178,a6d2eaff,10,full,hard,FALSE,FALSE,306083,61872,37,0,1.56218E+12,3F1567XTNXCC4AV82YBIQ7K3S6K9QN,A1TS0YVJI5APRU,0,10_full_hard
179,179,a3a2ec55,10,full,easy,TRUE,TRUE,147111,27217,32,4,1.56218E+12,3KOPY89HM9993L2FQZQZ2T5VEJPJ3W,A3JXAURWDF54DG,1,10_full_easy
180,180,f2a2ed5c,10,full,easy,FALSE,FALSE,18144,26457,2,0,1.56218E+12,3X31TUMD7YTJO8C06GOTUF3QKODL15,A3UPZ88FI1EJC,0,10_full_easy
181,181,c0e2ec1e,10,pruned,hard,TRUE,TRUE,148083,24942,11,4,1.56218E+12,3HHRAGRYX9C9JYISNLJE12P3D52O9U,A2VX8PH465EMTZ,1,10_pruned_hard
182,182,b7d2ed28,6,pruned,easy,TRUE,TRUE,142078,31782,19,3,1.56218E+12,34S6N1K2ZWQUSJXE85REM2JX1D8HLZ,A3EBIC3PKUSKCL,1,6_pruned_easy
183,183,83a2ebd3,6,full,easy,FALSE,FALSE,548102,23500,87,0,1.56218E+12,32Z9ZLUT1MR2Y40BLX76EJNRWIAOHK,A27353U3GOR77W,0,6_full_easy
184,184,faa2ee32,10,full,hard,FALSE,FALSE,64615,31096,10,0,1.56218E+12,32KTQ2V7REMLJVXGA5419Y0YI5N9M0,A2EKR2ZFO10VMV,0,10_full_hard
185,185,ddf2ee42,6,full,easy,FALSE,FALSE,150892,33850,25,0,1.56218E+12,3SNLUL3WO5UZX53Y84YD5H8NVL7LU1,A276TOSEU7TQ8Y,0,6_full_easy
186,186,e0e2ee92,10,full,hard,TRUE,TRUE,111208,59265,2,5,1.56218E+12,31T4R4OBOTN4WQXWIJC3S64GT1V7C4,A2KB6FKENIRVWV,1,10_full_hard
187,187,44c2eb5a,10,full,easy,TRUE,FALSE,596701,173853,102,24,1.56218E+12,3RUIQRXJBCVWEFG4ZQ6CEUC4IUELL7,A3SZ4PYEEHN8SZ,0,10_full_easy
188,188,a7a2ecf3,10,full,medium,FALSE,FALSE,601422,41822,28,0,1.56218E+12,3PS7W85Z809PWQN0J25DVCVQCDR9T9,A19DZAFFZEU6GN,0,10_full_medium
189,189,c4f2ef6f,10,pruned,easy,FALSE,FALSE,113242,39665,8,0,1.56218E+12,3YT88D1N0954E58X8KQB3858T8IK3P,AFU00NU09CFXE,0,10_pruned_easy
190,190,22b2f18d,10,full,easy,FALSE,FALSE,158926,25983,10,0,1.56218E+12,326O153BMJ5ZAXIK5NLKIMEF0OBEDX,A1B78YH6IB8K3Z,0,10_full_easy
191,191,1ee2f27e,10,pruned,hard,FALSE,FALSE,109957,13400,12,0,1.56218E+12,3A4NIXBJ776GKXYPZ27RE7RTIZ4LM9,A1F46RJTOXQM4J,0,10_pruned_hard
192,192,f6f2f1d1,10,full,hard,FALSE,FALSE,561992,17890,42,0,1.56218E+12,3ON104KXQL3GR1LIXCEX1OR9UFZW4U,A20Z5CPNHQBXPY,0,10_full_hard
193,193,30f2f747,10,pruned,hard,FALSE,FALSE,125465,27038,21,0,1.56218E+12,3JV9LGBJWULOY8501RPOTJBQHIXOGL,A22012GC5JSH0C,0,10_pruned_hard
194,194,80a2f7f4,6,pruned,easy,FALSE,FALSE,91209,42866,52,0,1.56218E+12,308XBLVESJBV44P5DXEEM3PYCSPBR0,A3V8RZYN8NBK2O,0,6_pruned_easy
195,195,cda2f561,6,full,easy,FALSE,FALSE,79488,40266,17,0,1.56218E+12,3VZLGYJEYMHBJYEXSA09X3IP4DKXZE,A2LPP288NK76W4,0,6_full_easy
196,196,adc2f895,10,full,hard,TRUE,TRUE,274083,66260,39,9,1.56218E+12,3YJ6NA41JCNGAA72OXN6FW8WJFLJPC,A3VE0HT1J20HNX,1,10_full_hard
197,197,a5d2fa66,10,pruned,hard,TRUE,TRUE,107781,76153,15,6,1.56218E+12,33FBRBDW6P68W42FSO49660B4MX8CQ,A3IQ9V1JSB2RJO,1,10_pruned_hard
198,198,15f2fc36,10,pruned,medium,FALSE,FALSE,44612,27995,7,0,1.56218E+12,3K9FOBBF2IQM2FJPB3MRRMGTNQBLN8,A3G7QV8LQSKE38,0,10_pruned_medium
199,199,5ac2feee,10,pruned,medium,TRUE,TRUE,88161,32677,15,3,1.56218E+12,3U4J9857OFILML5Q4JG8HMYYBHM7BQ,A3822BB341LIB2,1,10_pruned_medium
200,200,13d3015e,10,full,easy,FALSE,FALSE,152662,72125,15,0,1.56218E+12,3U4J9857OFILML5Q4JG8HMYYBH0B78,A1NR3COO33J99C,0,10_full_easy
201,201,d9a3047f,10,pruned,medium,TRUE,TRUE,45900,27732,9,3,1.56218E+12,3A1PQ49WVIOH2CTAFV9V2NAJ39GH1A,A12ATVBE1I4567,1,10_pruned_medium
202,202,b7d3060c,10,pruned,medium,TRUE,FALSE,46412,43655,2,2,1.56218E+12,3IUZPWIU1PE153ALI41D85G5R2NWKK,A6YMUACRIQPP1,0,10_pruned_medium
203,203,4ab308f9,6,pruned,easy,TRUE,TRUE,86695,13033,6,3,1.56218E+12,3T111IHZ5FXCGBA8FD0IVXU8OTR9RV,AE1DWQLNREKRF,1,6_pruned_easy
204,204,2fd310c0,6,full,easy,TRUE,TRUE,133465,28683,17,5,1.56219E+12,3OB0CAO74IWESI4DRKG4GALTAT0YHY,AOWW3URQNRJ6U,1,6_full_easy
205,205,c8b32c21,10,full,easy,TRUE,TRUE,232046,79273,28,8,1.56219E+12,3S3AMIZX3VCKDZY69WFPSYECFEICDQ,A4T50ODN6SGNR,1,10_full_easy
206,206,d4f331ad,10,full,medium,FALSE,FALSE,422377,65453,43,0,1.5622E+12,3OUYGIZWR859846G2PD0XRT0K9J0PW,A1BNGJBEWJS8WE,0,10_full_medium
